Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_age,Item_Visibility_Mean,Item_ID,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
45.906,838.908,0.099887103,13.0,15,1.514524526304053,1294,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
42.3112,1065.28,0.066693437,7.645,18,1.0112301092565894,1024,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
39.1164,308.9312,0.019356132,11.65,35,0.2934847019077,101,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
45.5086,178.4344,0.161466534,5.925,24,2.4482142196105863,350,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
43.6454,125.8362,0.072221801,12.792854228644284,37,1.0950531716627179,244,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
55.7956,163.7868,0.170348551,19.25,24,2.582886586568206,1048,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
96.4436,2741.7644,0.080829372,18.6,13,1.2255642887125686,1480,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
256.6672,3068.0064,0.0,18.7,13,0.0,756,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
93.1436,2174.5028,0.0,17.85,20,0.0,706,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
174.8738,2085.2856,0.097904029,17.5,25,1.484456438229901,64,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
146.7102,3791.0652,0.089291137,10.0,23,1.3538646422459093,1533,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
128.0678,2797.6916,0.059511812,12.792854228644284,37,0.9023397032427284,1032,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
122.5388,1609.9044,0.113123893,8.85,13,1.7152255427759815,143,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36.9874,388.1614,0.123111453,12.792854228644284,37,1.8666605541400942,1124,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
87.6198,2180.495,0.026480954,12.792854228644284,37,0.40151384020947545,214,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
230.6352,3435.528,0.102511504,13.35,25,1.5543166472283818,968,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
126.002,2150.534,0.02681843,9.8,35,0.4066307738644538,567,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
192.9136,2527.3768,0.117818348,13.6,23,1.786404574118303,180,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
259.9278,6768.5228,0.069102831,21.35,13,1.0477622159744089,236,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
126.5046,373.5138,0.042277867,12.15,35,0.6410323712293543,611,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
178.1002,358.2004,0.089498926,6.42,24,1.3570152145154464,641,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
153.3024,2428.8384,0.0,19.6,20,0.0,1438,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
265.2226,5815.0972,0.025879577,10.0,20,0.3923955437657879,1057,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
60.622,2576.646,0.121632721,15.85,25,1.8442394826046564,586,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
196.8794,780.3176,0.255394896,12.792854228644284,37,3.872390151157681,869,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
143.8812,3134.5864,0.067779712,7.39,25,1.027700605250561,1378,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
141.5154,850.8924,0.159803853,10.195,35,2.4230040465423,642,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
117.0492,810.9444,0.028696932,9.895,35,0.435113303302826,830,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
196.3794,3121.2704,0.065041581,10.895,15,0.9861840687690351,177,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
151.4708,4815.0656,0.028760013,12.15,15,0.43606976033055445,1442,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
249.0408,6258.52,0.010053105,7.905,13,0.1524288284545594,553,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
106.1622,2117.244,0.048157338,9.195,20,0.730179045462097,1538,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38.0506,796.9626,0.071958197,8.365,23,1.091056312095854,107,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
194.511,4910.275,0.173481304,15.1,25,2.6303865251073444,1183,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
180.0344,892.172,0.061082177,12.792854228644284,37,0.9261501475975864,485,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
246.9144,3185.1872,0.0,10.0,13,0.0,629,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
87.3514,1062.6168,0.040071131,7.97,20,0.607573038695923,1039,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
38.2848,484.7024,0.012090074,12.792854228644284,37,0.18331409208885502,361,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
51.0692,147.8076,0.15028599,12.792854228644284,37,2.278690751646743,1199,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
255.8356,2543.356,0.026015519,12.792854228644284,37,0.39445674573252054,1202,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
185.4266,184.4266,0.195068226,17.7,24,2.957695275030871,266,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
172.5738,4865.6664,0.033082215,19.35,18,0.5016045565158079,441,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
186.024,1118.544,0.078946455,13.65,20,1.1970148174410387,1218,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
164.8526,2302.3364,0.041700756,17.6,20,0.6322820046890427,72,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
95.841,2027.361,0.143422643,8.645,25,2.1746261922407566,1343,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
170.1764,3435.528,0.105296072,15.6,25,1.5965372783659313,541,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
59.222,599.22,0.121531501,15.85,35,1.842704748210042,586,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
164.7526,4604.6728,0.0,18.25,20,0.0,453,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
189.6188,2285.0256,0.011324862,7.855,15,0.17171166988403666,394,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
254.3698,5580.7356,0.186357148,7.825,23,2.8256147472619593,1552,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
114.0176,2290.352,0.024205661,8.39,25,0.3670150215478918,254,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
172.3422,1207.0954,0.033230816,12.85,23,0.5038576988372278,781,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
89.9804,643.1628,0.113720344,12.792854228644284,37,1.724269149418959,682,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
104.9622,1587.933,0.112556507,19.0,15,1.7066226302169742,582,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
222.5456,5305.0944,0.0,5.905,20,0.0,1037,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101.87,1697.79,0.059352241,7.76,25,0.8999202297979249,316,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
180.3344,1427.4752,0.014087057,11.8,25,0.21359307347158915,656,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
187.9556,4693.89,0.045230944,16.75,13,0.6858079970132395,1053,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
194.6136,583.2408,0.293417759,12.792854228644284,37,4.4489066066784595,1379,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
171.3764,3091.9752,0.031382044,12.792854228644284,37,0.47582594645429793,829,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
177.0028,2479.4392,0.12639886,15.5,15,1.9165054127845944,404,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
160.992,2716.464,0.025403898,6.055,18,0.38518312604107136,1258,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
155.963,3285.723,0.039057677,12.792854228644284,37,0.5922066811464309,811,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
95.6436,661.8052,0.123115764,6.305,25,1.8667259190874879,674,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
117.2808,1523.3504,0.039624006,20.85,23,0.6007935670876244,670,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
122.173,369.519,0.040421193,20.75,24,0.612880805853081,1082,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
39.9138,690.4346,0.105274111,8.895,23,1.596204297709538,57,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
55.1614,1381.535,0.033970195,19.6,20,0.5150684317156672,82,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57.893,622.523,0.053212652,19.7,18,0.8068295519961413,178,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
114.5492,1274.3412,0.024378706,9.8,18,0.3696387926733221,1468,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
120.0414,487.3656,0.009714595,12.792854228644284,37,0.147296216916119,970,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
246.046,1231.73,0.131383762,12.15,23,1.9920883070069058,382,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
187.4556,3755.112,0.07461309,8.75,18,1.13131076379632,231,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
149.9708,4363.6532,0.028459761,12.792854228644284,37,0.43151723048021084,1442,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
187.8556,1314.2892,0.074627201,8.75,25,1.1315247199022516,231,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
151.0708,1805.6496,0.063695084,13.3,20,0.9657679923202585,940,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
178.5344,2854.9504,0.045797829,12.792854228644284,37,0.6944033132283255,284,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
179.1028,3896.2616,0.115857223,8.31,23,1.756669284752187,1113,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38.7822,667.7974,0.024832806,16.75,35,0.37652402176435573,7,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
212.0902,3185.853,0.034027909,19.75,13,0.5159435123405514,737,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
141.1838,2247.7408,0.0467696,17.1,35,0.7091376579960481,438,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
163.121,1794.331,0.116576702,10.5,35,1.7675782866046155,181,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
121.3098,2530.7058,0.0,6.635,20,0.0,400,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
225.372,679.116,0.278974075,12.792854228644284,37,4.229906225135855,36,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
41.4138,812.276,0.035913805,14.15,35,0.5445381522918041,111,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
232.53,699.09,0.079806266,13.3,25,1.2100515840342796,279,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
102.4016,2732.4432,0.005505481,8.89,15,0.08347610205094208,910,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
176.937,176.437,0.064625342,12.792854228644284,37,0.9798729019079412,1099,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
121.7098,4097.3332,0.071636937,12.792854228644284,37,1.086185251321167,1144,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
173.2054,3151.8972,0.0,9.1,20,0.0,1025,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
239.0906,5942.265,0.032677678,7.5,23,0.4954708196278991,288,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192.4478,4843.695,0.160760054,16.85,15,2.4375023133163047,1228,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
109.0228,2542.0244,0.06911065,7.485,18,1.0478807704916138,1251,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
140.3154,2552.6772,0.041177505,11.6,15,0.6243482830261659,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
227.0694,1141.847,0.040081193,11.65,13,0.6077256023935975,1213,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
47.5034,680.4476,0.035307322,13.0,15,0.5353424368220456,1317,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
159.0578,2085.9514,0.063017847,12.65,20,0.9554994790105814,91,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
92.512,186.424,0.171938781,20.25,24,2.606998231266366,200,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
190.153,3036.048,0.040197932,8.6,18,0.6094956415014111,528,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
62.7194,866.8716,0.049058014,12.6,15,0.7438354220240785,1075,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
95.041,868.869,0.01161096,17.7,18,0.1760495916468346,605,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
82.4276,1137.1864,0.183507295,14.15,25,2.782404241248373,86,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
52.7956,928.1252,0.102349519,19.25,15,1.5518605718390157,1048,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
151.7682,762.341,0.086708987,8.88,35,1.3147131463256,55,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
40.2822,707.0796,0.032835147,20.5,20,0.4978584217854326,1444,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
180.5976,7968.2944,0.033809913,12.792854228644284,37,0.5126381778306879,1186,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
160.292,1438.128,0.07266912,13.5,25,1.101835584769461,1340,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
224.4404,6976.2524,0.144338493,12.792854228644284,37,2.1885126425006627,1476,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
101.7016,101.2016,0.009163216,8.89,24,0.1389360083035116,910,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
188.5188,952.094,0.011307038,7.855,13,0.1714414159238548,394,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
116.0492,1969.4364,0.076855628,7.235,25,1.1653129392540347,1428,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
165.4526,5262.4832,0.059956876,12.792854228644284,37,0.9090879252206447,453,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
60.5852,1314.2892,0.038532062,6.92,20,0.5842371156571474,228,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
90.8172,535.3032,0.043209581,9.3,15,0.6551593572177341,1152,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
132.1284,263.6568,0.056816465,18.5,24,0.8614718733047628,1407,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
154.5972,1402.1748,0.019866705,8.02,18,0.30122619513099064,1289,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
105.1622,1693.7952,0.048331717,9.195,15,0.7328230431799243,1538,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
105.5938,2143.876,0.091221855,12.8,20,1.3831388896367534,1436,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
177.6344,2676.516,0.027622076,16.6,23,0.41881594633327734,1288,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
53.064,905.488,0.0,14.0,18,0.0,479,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
246.3802,7370.406,0.039355947,18.6,23,0.5967291591930783,743,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
226.8404,6301.1312,0.060836524,16.0,18,0.9224254676110203,198,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
160.692,1597.92,0.082316506,17.6,18,1.248112754422908,1274,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
178.237,529.311,0.155350299,21.25,18,2.3554776436370166,179,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
117.5492,1969.4364,0.076841095,7.235,18,1.165092584630868,1428,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
50.3692,1034.6532,0.151419185,14.6,15,2.2958726657181234,94,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
161.521,1794.331,0.026001976,13.85,13,0.39425140184883883,843,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
197.6426,2768.3964,0.073209447,13.65,13,1.1100282189449089,470,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
31.29,898.83,0.041683481,12.792854228644284,37,0.6320200748662116,104,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
226.172,3169.208,0.042560252,7.365,25,0.645313995137902,1132,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
223.5746,3589.9936,0.014081156,18.35,13,0.21350360036684088,1344,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
132.5626,262.3252,0.0,5.465,13,0.0,216,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
99.8358,1910.1802,0.152918384,18.6,15,2.318604065339459,661,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
140.9154,1701.7848,0.030969274,13.85,15,0.46956737783085395,20,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
154.5656,2471.4496,0.060376776,14.0,35,0.9154546014931068,797,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
